X,Y
0.492868,0.442388
0.492606,0.442277
0.492347,0.442169
0.492091,0.442066
0.49184,0.441966
0.491592,0.441869
0.491347,0.441777
0.491107,0.441688
0.490871,0.441603
0.490639,0.441523
0.490412,0.441446
0.490188,0.441374
0.48997,0.441305
0.489755,0.441241
0.489545,0.441182
0.48934,0.441127
0.48914,0.441076
0.488945,0.44103
0.488755,0.440988
0.488569,0.440951
0.48839,0.440919
0.488215,0.440891
0.488046,0.440869
0.487882,0.440851
0.487724,0.440838
0.487571,0.440831
0.487424,0.440828
0.487283,0.440831
0.487148,0.440839
0.48702,0.440852
0.486897,0.44087
0.48678,0.440894
0.48667,0.440924
0.486566,0.440959
0.486469,0.440999
0.486379,0.441046
0.486295,0.441098
0.486218,0.441156
0.486148,0.441219
0.486085,0.441289
0.486029,0.441365
0.48598,0.441447
0.485938,0.441534
0.485903,0.441628
0.485875,0.441727
0.485854,0.441832
0.485839,0.441942
0.485831,0.442058
0.485829,0.44218
0.485834,0.442307
0.485845,0.442439
0.485862,0.442576
0.485885,0.442719
0.485915,0.442867
0.48595,0.443019
0.485991,0.443177
0.486038,0.443339
0.48609,0.443507
0.486148,0.443678
0.486212,0.443855
0.486281,0.444036
0.486355,0.444222
0.486435,0.444412
0.486519,0.444606
0.486609,0.444804
0.486704,0.445007
0.486803,0.445214
0.486908,0.445425
0.487017,0.445639
0.48713,0.445858
0.487248,0.44608
0.487371,0.446306
0.487498,0.446536
0.487629,0.446769
0.487764,0.447006
0.487904,0.447246
0.488047,0.44749
0.488195,0.447737
0.488346,0.447987
0.4885,0.44824
0.488659,0.448496
0.488821,0.448755
0.488986,0.449017
0.489155,0.449282
0.489327,0.449549
0.489502,0.449819
0.489681,0.450092
0.489862,0.450367
0.490046,0.450645
0.490233,0.450925
0.490423,0.451207
0.490616,0.451491
0.490811,0.451778
0.491008,0.452067
0.491208,0.452357
0.491411,0.45265
0.491615,0.452944
0.491822,0.45324
0.49203,0.453538
0.492241,0.453837
0.492453,0.454138
0.492667,0.45444
0.492883,0.454744
0.493101,0.455049
0.493319,0.455355
0.49354,0.455662
0.493761,0.45597
0.493984,0.45628
0.494208,0.45659
0.494434,0.456901
0.49466,0.457213
0.494887,0.457525
0.495114,0.457838
0.495343,0.458152
0.495572,0.458466
0.495801,0.458781
0.496031,0.459095
0.496262,0.45941
0.496492,0.459726
0.496723,0.460041
0.496954,0.460356
0.497185,0.460671
0.497416,0.460986
0.497646,0.461301
0.497877,0.461615
0.498107,0.46193
0.498336,0.462243
0.498565,0.462556
0.498793,0.462869
0.499021,0.463181
0.499248,0.463492
0.499474,0.463802
0.499699,0.464111
0.499923,0.46442
0.500145,0.464727
0.500367,0.465033
0.500587,0.465338
0.500806,0.465642
0.501023,0.465944
0.501238,0.466245
0.501452,0.466544
0.501664,0.466842
0.501875,0.467138
0.502083,0.467432
0.502289,0.467725
0.502493,0.468016
0.502695,0.468304
0.502895,0.468591
0.503092,0.468875
0.503286,0.469158
0.503478,0.469438
0.503668,0.469715
0.503854,0.469991
0.504038,0.470263
0.504219,0.470534
0.504397,0.470801
0.504572,0.471066
0.504743,0.471328
0.504911,0.471587
0.505076,0.471843
0.505238,0.472096
0.505396,0.472346
0.50555,0.472593
0.5057,0.472837
0.505847,0.473077
0.50599,0.473314
0.506128,0.473547
0.506263,0.473778
0.506395,0.474004
0.506522,0.474228
0.506646,0.474448
0.506766,0.474664
0.506882,0.474878
0.506995,0.475088
0.507104,0.475295
0.50721,0.475499
0.507312,0.4757
0.507411,0.475897
0.507506,0.476091
0.507598,0.476283
0.507687,0.476471
0.507773,0.476656
0.507855,0.476838
0.507934,0.477017
0.50801,0.477193
0.508083,0.477366
0.508153,0.477537
0.50822,0.477704
0.508284,0.477868
0.508345,0.47803
0.508404,0.478189
0.508459,0.478344
0.508512,0.478497
0.508562,0.478648
0.508609,0.478795
0.508654,0.47894
0.508696,0.479082
0.508735,0.479222
0.508772,0.479358
0.508807,0.479493
0.508839,0.479624
0.508869,0.479753
0.508896,0.479879
0.508921,0.480003
0.508944,0.480125
0.508965,0.480243
0.508983,0.48036
0.509,0.480474
0.509014,0.480585
0.509026,0.480694
0.509037,0.480801
0.509045,0.480905
0.509051,0.481007
0.509056,0.481107
0.509059,0.481205
0.50906,0.4813
0.509059,0.481393
0.509057,0.481484
0.509052,0.481572
0.509047,0.481659
0.50904,0.481743
0.509031,0.481825
0.509021,0.481905
0.509009,0.481983
0.508996,0.482059
0.508982,0.482133
0.508966,0.482205
0.508949,0.482275
0.508931,0.482343
0.508912,0.482409
0.508892,0.482474
0.50887,0.482536
0.508848,0.482596
0.508824,0.482655
0.5088,0.482712
0.508775,0.482767
0.508749,0.48282
0.508722,0.482872
0.508694,0.482922
0.508666,0.48297
0.508636,0.483016
0.508607,0.483061
0.508576,0.483105
0.508545,0.483146
0.508514,0.483186
0.508482,0.483225
0.50845,0.483262
0.508417,0.483297
0.508384,0.483331
0.508351,0.483364
0.508317,0.483395
0.508283,0.483425
0.508249,0.483453
0.508215,0.48348
0.508181,0.483506
0.508147,0.48353
0.508113,0.483553
0.508079,0.483575
0.508045,0.483595
0.508011,0.483615
0.507977,0.483633
0.507944,0.48365
0.507911,0.483665
0.507878,0.48368
0.507845,0.483694
0.507813,0.483706
0.507782,0.483718
0.507751,0.483728
0.50772,0.483737
0.50769,0.483746
0.507661,0.483753
0.507632,0.48376
0.507604,0.483765
0.507576,0.48377
0.50755,0.483774
0.507524,0.483777
0.5075,0.483779
0.507476,0.483781
0.507453,0.483781
0.507431,0.483781
0.50741,0.48378
0.50739,0.483779
0.507372,0.483777
0.507354,0.483774
0.507338,0.48377
0.507323,0.483766
0.50731,0.483761
0.507298,0.483756
0.507287,0.48375
0.507277,0.483744
0.50727,0.483737
0.507263,0.48373
0.507258,0.483722
0.507255,0.483714
0.507253,0.483705
0.507253,0.483696
0.507254,0.483686
0.507256,0.483676
0.50726,0.483666
0.507266,0.483655
0.507273,0.483643
0.507282,0.483631
0.507292,0.483618
0.507303,0.483605
0.507316,0.483592
0.507331,0.483577
0.507347,0.483563
0.507364,0.483548
0.507383,0.483532
0.507404,0.483516
0.507426,0.4835
0.50745,0.483483
0.507475,0.483465
0.507501,0.483448
0.507529,0.483429
0.507559,0.48341
0.50759,0.483391
0.507622,0.483371
0.507656,0.483351
0.507692,0.48333
0.507729,0.483308
0.507767,0.483287
0.507807,0.483264
0.507849,0.483241
0.507892,0.483218
0.507936,0.483194
0.507982,0.48317
0.508029,0.483145
0.508078,0.48312
0.508129,0.483095
0.508181,0.483068
0.508234,0.483042
0.508289,0.483015
0.508346,0.482987
0.508404,0.482959
0.508463,0.48293
0.508524,0.482901
0.508586,0.482871
0.50865,0.482841
0.508716,0.482811
0.508782,0.48278
0.508851,0.482748
0.508921,0.482716
0.508992,0.482684
0.509065,0.482651
0.509139,0.482617
0.509215,0.482583
0.509293,0.482549
0.509372,0.482514
0.509452,0.482479
0.509534,0.482443
0.509617,0.482406
0.509702,0.48237
0.509788,0.482332
0.509876,0.482294
0.509965,0.482256
0.510056,0.482217
0.510149,0.482178
0.510242,0.482138
0.510338,0.482098
0.510434,0.482057
0.510533,0.482016
0.510633,0.481974
0.510734,0.481932
0.510837,0.481889
0.510941,0.481846
0.511047,0.481803
0.511154,0.481758
0.511263,0.481714
0.511373,0.481669
0.511485,0.481623
0.511598,0.481577
0.511713,0.48153
0.511829,0.481483
0.511947,0.481436
0.512066,0.481388
0.512187,0.481339
0.512309,0.48129
0.512433,0.481241
0.512558,0.481191
0.512685,0.48114
0.512813,0.48109
0.512943,0.481038
0.513074,0.480986
0.513207,0.480934
0.513341,0.480881
0.513476,0.480828
0.513614,0.480774
0.513752,0.480719
0.513892,0.480665
0.514034,0.480609
0.514177,0.480554
0.514322,0.480497
0.514468,0.480441
0.514616,0.480383
0.514765,0.480326
0.514916,0.480267
0.515068,0.480209
0.515221,0.48015
0.515377,0.48009
0.515533,0.48003
0.515691,0.479969
0.515851,0.479908
0.516012,0.479846
0.516175,0.479784
0.516339,0.479722
0.516504,0.479659
0.516671,0.479595
0.51684,0.479531
0.51701,0.479467
0.517182,0.479402
0.517355,0.479336
0.517529,0.47927
0.517705,0.479204
0.517883,0.479137
